titles,source,file
"Т. Повалий: Ушла дряблость кожи, выгляжу на 20 лет моложе! Беру 1 с.л. дешевой...",clickbait,three_website_yellow_titles
Сенатор назвал простой способ возвращения Крыма Украине,clickbait,three_website_yellow_titles
Минфин анонсировал сокращение численности госслужащих,clickbait,three_website_yellow_titles
"Неприятная конечно штука, но убивает простатит за несколько дней. Это обычная...",clickbait,three_website_yellow_titles
У берегов Крыма заметили американские военные самолеты,clickbait,three_website_yellow_titles
Лоза ополчился на Самойлову,clickbait,three_website_yellow_titles
"Не стригите ногти при грибке! Грибок выводится так: обработайте ногти обычным, густым...",clickbait,three_website_yellow_titles
Ответный удар: Зеленскому готовят конституционный переворот,clickbait,three_website_yellow_titles
Пустые хлопоты . Крымский депутат о высказываниях Тимошенко,clickbait,three_website_yellow_titles
Так ловят 300 спутниковых каналов даром и без тарелки! Воткните...,clickbait,three_website_yellow_titles
У вас простатит? Простой домашний метод лечения простатита! Чтобы простатит прошел...,clickbait,three_website_yellow_titles
Франция намерена выступить против «Северного потока — 2»,clickbait,three_website_yellow_titles
"Псориаз пройдет! Кожа восстановится уже через 5 дней, если перед сном втирать обычный...",clickbait,three_website_yellow_titles
Обнародованы результаты анализов Голунова на наркотики,clickbait,three_website_yellow_titles
"Флеболог: Чтобы не пришлось вытягивать варикозную вену, срочно начните за 1 час до сна...",clickbait,three_website_yellow_titles
Лукашенко пригрозил России «потерей» Белоруссии как союзника,clickbait,three_website_yellow_titles
«Человек шутит»: Кобзон объяснил слова Ефремова о Крымском мосте,clickbait,three_website_yellow_titles
Соли со свистом вылетают из позвоночника вместе с остеохондрозом! Ревматолог проболтался как...,clickbait,three_website_yellow_titles
"Хирург из России раскрыл, как восстановить даже запущенные суставы. Всего лишь отказ от...",clickbait,three_website_yellow_titles
Эксперты раскрыли главные мошеннические схемы на 2019 год,clickbait,three_website_yellow_titles
В Германии нашли альтернативу виагре! Теперь немцы повышают потенцию с помощью обычного...,clickbait,three_website_yellow_titles
"В 55 простатит ушёл, потенция как в молодости! Не запускайте простатит просто возьмите сырое...",clickbait,three_website_yellow_titles
"За 1 день глисты вылезут как ошпаренные. Добавьте в воду обычный, советский ...",clickbait,three_website_yellow_titles
"Китайский новый метод лечения слуха. Глухота и шум в ушах исчезнут навсегда, если дома...",clickbait,three_website_yellow_titles
В Госдуме прокомментировали возможность провокаций у Крымского моста,clickbait,three_website_yellow_titles
Украина оценила ущерб от российской «блокады» Азовского моря,clickbait,three_website_yellow_titles
Диабетикам можно есть абсолютно всё и даже сладкое! Враг диабета это...,clickbait,three_website_yellow_titles
"Дожить до 104 лет мне помогла только чистка сосудов! Пока я живу, пишите мой простой рецепт...",clickbait,three_website_yellow_titles
Уткин прокомментировал проигрыш сборной России:нам указали на наше место,clickbait,three_website_yellow_titles
Определены расходы на оборону России в следующем году,clickbait,three_website_yellow_titles
"Дачникам на заметку: Чтобы собирать по 2 ведра томатов с куста, запомните - при посеве нужно...",clickbait,three_website_yellow_titles
Собчак попросила Путина о помиловании,clickbait,three_website_yellow_titles
Выращиваю по 20 кг белых грибов за день! Просто возьмите...,clickbait,three_website_yellow_titles
"Начните лечить варикоз сейчас, пока не ампутировали ногу! Даже запущенный варикоз исчезнет от...",clickbait,three_website_yellow_titles
К санкциям против России присоединилась Австралия,clickbait,three_website_yellow_titles
"Сергей Безрукова объяснил, почему ушел от бывшей жены",clickbait,three_website_yellow_titles
"Полиция задержала пенсионера, который выловил 103 кг рыбы с помощью...",clickbait,three_website_yellow_titles
"Б. Корчевников: Меня вышвырнули со 2-го за эфир про врачей, травящих людей с грибком ногтей и...",clickbait,three_website_yellow_titles
"Мужчины отслужившие в СА знали, что при трудностях с потенцией, они смогут усилить ее с помощью...",clickbait,three_website_yellow_titles
Минобороны Украины проведет стрельбы по морским целям,clickbait,three_website_yellow_titles
"Холестерин будет 5,4, а давление 120 на 80, если каждое утро пить по 5г...",clickbait,three_website_yellow_titles
Косточка на ноге боится этого как огня! Через 5 дней то шишки не останется и следа. Намажьте...,clickbait,three_website_yellow_titles
Мейвезер раскрыл условия боя с Нурмагомедовым,clickbait,three_website_yellow_titles
Главврач России: Не стригите грибковые ногти! Капните прямо на ноготь смесью уксуса с...,clickbait,three_website_yellow_titles
Российский вундеркинд  поразил мир своим способом очистки сосудов! В стакан воды 3 капли...,clickbait,three_website_yellow_titles
Зеленский считает Путина врагом,clickbait,three_website_yellow_titles
Грибок ногтей умрет навсегда! Просто подержите ноги 10 минут в...,clickbait,three_website_yellow_titles
"Чтобы КОСТОЧКА на ноге ушла без следа, возьмите в привычку по утрам на босую ногу...",clickbait,three_website_yellow_titles
"Россия в шоке! Пенсионерка рассказала, как выжить на пенсии, выращивая клубнику в своей квартире...",clickbait,three_website_yellow_titles
"Как я избавилась от шишки на ноге за две недели? Секрет очень прост, берем обычный...",clickbait,three_website_yellow_titles
Выращиваю по 20-25 кг белых грибов дома на продажу! По 23 000 рублей в неделю с одного...,clickbait,three_website_yellow_titles
"Вот чего боится простатит! Урологи проболтались! Простатит, как огня, боится эту простую...",clickbait,three_website_yellow_titles
В Белом доме рассказали отказ Трампа от поздравления Путина,clickbait,three_website_yellow_titles
Срочная новость! С 1 сентября каждый больной сахарным диабетом будет получать...,clickbait,three_website_yellow_titles
Стала известна зарплата Зидана в «Реале»,clickbait,three_website_yellow_titles
"Мало кто знает, но простатит лечится за 2 дня. Запишите дешёвый рецепт...",clickbait,three_website_yellow_titles
"Если давление выше 140/80 - у вас забиты сосуды. Пока не лопнули сосуды, пейте утром стакан 6%-го...",clickbait,three_website_yellow_titles
Мосгорсуд отменил приговор Кокорину и Мамаеву,clickbait,three_website_yellow_titles
Актер Пашинин назвал войну в Донбассе  чудовищным удовольствием,clickbait,three_website_yellow_titles
«Роется в помойке»: Пугачева пристыдила Леру Кудрявцеву,clickbait,three_website_yellow_titles
Генсек НАТО призвал Россию ответить за Солсбери,clickbait,three_website_yellow_titles
"Захарова: США сделают все, чтобы ослабить взаимоотношения России и Китая",clickbait,three_website_yellow_titles
Японский врач: Основная причина болей в суставах - нехватка кальция. В обед крошите в чай 7гр...,clickbait,three_website_yellow_titles
127-летний академик поделился рецептом очищения сосудов дома: С утра пейте стакан воды с 8...,clickbait,three_website_yellow_titles
Как Путин получает пенсию и зарплату,clickbait,three_website_yellow_titles
Путин потребовал вывести силы других стран из Сирии,clickbait,three_website_yellow_titles
300 бесплатных цифровых каналов! Куча каналов без спутниковой антенны. Просто вставьте...,clickbait,three_website_yellow_titles
"Арестован российский студент,  придумавший способ очистки сосудов! В стакан воды 3 капли...",clickbait,three_website_yellow_titles
В Россию перестанут поставлять несколько жизненно важных лекарств,clickbait,three_website_yellow_titles
Жулин назвал причину разлада Медведевой с тренером,clickbait,three_website_yellow_titles
"Папилломы отвалятся, а паразиты с глистами вылезут, если с водой выпить обычный...",clickbait,three_website_yellow_titles
Не ждите полной глухоты! Три капли этого домашнего средства восстановят слух за ночь...,clickbait,three_website_yellow_titles
"Из-за вялой потенции у советких солдат, их женам запрещалось...",clickbait,three_website_yellow_titles
"Этой старухе 59 лет! Она стерла все, даже глубокие морщины с помощью...",clickbait,three_website_yellow_titles
45 врачей из г.Москва вчера оказались в СИЗО! Они губили пенсионеров с гипертонией ради...,clickbait,three_website_yellow_titles
Новость дня! Убираем складки и морщины в домашних условиях за 14 дней! На ночь...,clickbait,three_website_yellow_titles
"От этой приманки рыба сходит с ума, 13 кг за час! Добавьте к хлебу немного...",clickbait,three_website_yellow_titles
Богачка: Пора вырваться из полосы бедности! Начните хранить...,clickbait,three_website_yellow_titles
Папа Римский попросил прощения у проституток,clickbait,three_website_yellow_titles
Баба Нина: Чтобы деньги лились рекой – храните в кармане зимней куртки...,clickbait,three_website_yellow_titles
Клюква от HBO : Что украинцам не так с сериалом  Чернобыль,clickbait,three_website_yellow_titles
"Если заметили папилломы на теле, нужно срочно прочистить организм от паразитов! Выпейте на ночь...",clickbait,three_website_yellow_titles
"Шишка на большом пальце высохнет за неделю. Домашний способ, без ножа...",clickbait,three_website_yellow_titles
Секрет надёжной потенции от хитрого пенсионера: за 7 минут до близости я глотаю 50мл крепкого...,clickbait,three_website_yellow_titles
Для русских за рубежом назначен день икс,clickbait,three_website_yellow_titles
Сравнила зарплаты с российскими и перестала париться: История россиянки о жизни во Франции,clickbait,three_website_yellow_titles
"Мучает простатит? Хватит мучатся! Зачем кормить аптеки, если простатит боится...",clickbait,three_website_yellow_titles
"Чтобы у советского солдата не подводила потенция, ему было строго запрещено...",clickbait,three_website_yellow_titles
«Евровидение» под угрозой срыва: подробности теракта в Израиле,clickbait,three_website_yellow_titles
С утра папилломы посяпятся с корнем! Перед сном выпейте 10 грамм кислого...,clickbait,three_website_yellow_titles
"Соловьев вывел Малахова и Эрнста на чистую воду! Средство для суставов, на самом деле оказалось ...",clickbait,three_website_yellow_titles
Жадные аптекари скрывали самый дешёвый препарат для омоложения в 7 раз мощнее ботокса...,clickbait,three_website_yellow_titles
Простой способ выращивания грибов дома на продажу! 35 000 рублей в неделю с одной...,clickbait,three_website_yellow_titles
"Порошенко попытался обвинить во всем Россию, но не смог",clickbait,three_website_yellow_titles
"Безопасное удаление морщин за сутки: морщины стираются как ластиком, намажьте...",clickbait,three_website_yellow_titles
"Если стал резко падать слух не мешкайте, разведите в стакане 35 гр....",clickbait,three_website_yellow_titles
Застреливший подростка охотник оказался главврачом,clickbait,three_website_yellow_titles
Путин устроил тайные переговоры в Ростове: судьба Донбасса решена,clickbait,three_website_yellow_titles
Савченко назвала имя нового президента Украины,clickbait,three_website_yellow_titles
Вот как нужно зарабатывать по 50 тысяч на выращивании дома клубники даже зимой! 80 кг с одной...,clickbait,three_website_yellow_titles
В России задержали пенсионера. Выращивал клубнику у себя дома тоннами при помощи...,clickbait,three_website_yellow_titles
Контрольная закупка разорила Триколор ТВ! Их антенна полностью проигрывает дешевой...,clickbait,three_website_yellow_titles
После сентябрьских выборов у будущих пенсионеров заберут по 6% от зарплат,clickbait,three_website_yellow_titles
Украинцы рассказали какие планы у  Газпрома,clickbait,three_website_yellow_titles
"Немецкий журналист Шиллер: да, Россия не Бразилия, но нужно дать ей шанс",clickbait,three_website_yellow_titles
В смерти Кобзона найден мистический след,clickbait,three_website_yellow_titles
В Москве девушка погибла в ванной из-за смартфона,clickbait,three_website_yellow_titles
За грибами не нужно ходить в лес - они растут дома по 30 кг за неделю! Дедушкин способ выращивания...,clickbait,three_website_yellow_titles
Десять фактов о Егоре Криде,clickbait,three_website_yellow_titles
Радикал Ляшко сорвал заседание «из-за дебильных решений»,clickbait,three_website_yellow_titles
«Фарс»: Тимошенко обратилась к народу после фиаско,clickbait,three_website_yellow_titles
"Забудьте про навоз! Урожайность на огороде повысится в 4 раза, если полить...",clickbait,three_website_yellow_titles
Как в 63 года выглядеть на 43? Просто возьмите в привычку есть на ночь...,clickbait,three_website_yellow_titles
Мясорубка на трассе под Ульяновском,clickbait,three_website_yellow_titles
"Молодая богачка: Я выравалась из нищеты, потому что хранила в кошельке старинную...",clickbait,three_website_yellow_titles
Саудовская Аравия сворачивает нефтяную сделку с Россией после окрика из США,clickbait,three_website_yellow_titles
"Люди не верьте офтальмологам, они всё врут! Зрение лечится всего за 5 дней! Если...",clickbait,three_website_yellow_titles
Аптеки скрывают средство усиливающее зрение в 47 раз! Им оказался обычный...,clickbait,three_website_yellow_titles
"Пенсионеры! Чтобы слух улучшился в 3 раза за ночь, обработайте ухо обычным...",clickbait,three_website_yellow_titles
"Псориаз стухнет за 5 дней, если во время купания добавлять в воду 3 шт сухих...",clickbait,three_website_yellow_titles
"Если на шее и в подмышках растут папилломы, немедленно прекратите...",clickbait,three_website_yellow_titles
Баба Нина: Чтобы всегда водились деньги – храните в кармане зимней куртки...,clickbait,three_website_yellow_titles
"Пенсионеры! Не трогайте грибковые ногти! Он выводится за 1раз: возьмите густой, советский...",clickbait,three_website_yellow_titles
Простая хитрость вернет слух в любом возрасте за 3 дня...,clickbait,three_website_yellow_titles
Вернуть слух на 100% можно в любом возрасте. Помогут 2 капли домашнего...,clickbait,three_website_yellow_titles
«Часть шоу»: карьерам Кокорина и Мамаева конец,clickbait,three_website_yellow_titles
Скандал на похоронах Началовой: что не понравилось Киркорову?,clickbait,three_website_yellow_titles
"Не тратьте деньги на дорогие мази! Боль в спине и суставах пройдет, если...",clickbait,three_website_yellow_titles
Грибы будет некуда складывать! Выращивайте по 20 кг грибов у себя дома с этой...,clickbait,three_website_yellow_titles
"Баба Нина: Запомните: деньги приходят в избытке, если в доме хранить небольшой...",clickbait,three_website_yellow_titles
"Варикозные вены придут в норму за 5 дней, если перед сном станете смазывать жирной...",clickbait,three_website_yellow_titles
Дирижер мирового оркестра : как жест Путина Трампу перевернул встречу в Париже,clickbait,three_website_yellow_titles
ГИПЕРТОНИЯ лечится мгновенно! Твоё ДАВЛЕНИЕ всегда будет 120/80! Срочно запиши рецепт: утром натощак выпить...,clickbait,three_website_yellow_titles
"Слух будет 100% и в 90 лет, если всю неделю в ухо капать жирный...",clickbait,three_website_yellow_titles
"У кого гипертония, прочтите - пока не удалили! Это навсегда сбивает давление до 120/80 за 2 дня...",clickbait,three_website_yellow_titles
Врачи онемели! Хрящи восстанавливаются и боль уходит если на ночь приложить обычный советский...,clickbait,three_website_yellow_titles
"Папиллома отпадет за ночь, а горсть глистов вылетит из Вас пулей, если за 10 минут до сна...",clickbait,three_website_yellow_titles
Мне 93 - потенция ни разу не подводила. Мой вам совет: перед близостью глотайте ложку 5%-го...,clickbait,three_website_yellow_titles
Урологи нашли заклятого врага простатита! Оказывается это самый обыкновенный...,clickbait,three_website_yellow_titles
Россию заподозрили в манипуляциях с валютой,clickbait,three_website_yellow_titles
Геморрой уходит после 3-4 нанесений этого...,clickbait,three_website_yellow_titles
Бывшая жена Табакова прокомментировала его смерть,clickbait,three_website_yellow_titles
"Фермер из села научился лечить простатит прямо из дома, а потенция выросла в 5 раза за месяц...",clickbait,three_website_yellow_titles
"Все ортопеды хором кричат: Если на ноге стала выпирать косточка, каждый вечер прикладывайте...",clickbait,three_website_yellow_titles
Кремль дал прогноз по войне в Донбассе,clickbait,three_website_yellow_titles
«Мы готовы»: Зеленский сделал Москве предложение,clickbait,three_website_yellow_titles
"Случай, знамение или кара? Почему сгорел Нотр-Дам",clickbait,three_website_yellow_titles
Керчанка рассказала о принадлежности Крыма на конкурсе красоты в Турции,clickbait,three_website_yellow_titles
Тренер Медведевой высказалась об уходе подопечной,clickbait,three_website_yellow_titles
Помогает ли лук и чеснок от ОРВИ,clickbait,three_website_yellow_titles
"Рыба будет клевать как ошалелая, если в воду положить обычную...",clickbait,three_website_yellow_titles
Не ложитесь под нож! Вальгусная косточка сама рассосётся за 2 недели. Ежедневно проделывайте этот...,clickbait,three_website_yellow_titles
Забудь про Виагру! Мощная потенция моментально! Читай пока не удалили...,clickbait,three_website_yellow_titles
Немецкий кардиолог: Гипертония опасна! Чтобы не загубить сосуды и сердце химией- каждый вечер...,clickbait,three_website_yellow_titles
"Зал залился хохотом от слов Путина о Зеленском: «Я говорю серьезно, а они смеются»",clickbait,three_website_yellow_titles
"Эта штука убирает больную косточку за неделю! За 7 дней шишка исчезнет, если ежедневно...",clickbait,three_website_yellow_titles
"Потенция как в 30 лет! Для этого я каждый день, по утрам...",clickbait,three_website_yellow_titles
Путин дал поручение по Крыму,clickbait,three_website_yellow_titles
Массовая проверка таксистов: «все в тихом ужасе»,clickbait,three_website_yellow_titles
Врач из России: Не губите сердце таблетками от давления! На ночь выпивайте чашку простого...,clickbait,three_website_yellow_titles
Папилломы на теле - признак сильного заражения ядовитыми...,clickbait,three_website_yellow_titles
Взрыв в жилом доме в Шахтах: президент приказал оказать помощь пострадавшим,clickbait,three_website_yellow_titles
"Чтобы вернуть слух не мучая уши, возьмите за правило каждый день капать...",clickbait,three_website_yellow_titles
Песков рассказал о политических планах Путина,clickbait,three_website_yellow_titles
Выгодные инвестиции: почему россияне скупают недвижимость в Чехии,clickbait,three_website_yellow_titles
Израиль высказался о России на «Евровидении»,clickbait,three_website_yellow_titles
"Причина простатита в этом! Простатит мгновенно отступит, как только вы перестанете...",clickbait,three_website_yellow_titles
"Врачи в шоке! Хрящи восстанавливаются, а боль в суставах уходит, если на ночь...",clickbait,three_website_yellow_titles
Окулисты в шоке! Аптечное средство улучшает остроту зрения в 37 раз! Им оказался советский...,clickbait,three_website_yellow_titles
Военные пенсии могут отменить,clickbait,three_website_yellow_titles
Сестрам Хачатурян предъявили окончательное обвинение в убийстве отца,clickbait,three_website_yellow_titles
Диабетикам можно есть сладкое! Это убьет диабет за 4 дня и восстановит сахар до 4.8...,clickbait,three_website_yellow_titles
"Простатит выгорит навсегда, если ежедневно съедать 1 ложку...",clickbait,three_website_yellow_titles
Сибиряки провозгласили себя гражданами СССР и освободились от оплаты ЖКХ,clickbait,three_website_yellow_titles
Префектура ВАО уволила скандально-гламурную главу управы Восточное Измайлово Ирину Савостину,clickbait,three_website_yellow_titles
Чтобы избавиться от псориаза за 2 недели и навсегда запишите рецепт - на ночь смажьте...,clickbait,three_website_yellow_titles
Забудьте про лес! Грибы растут дома как на дрожжах! 16кг грибов всего с одной...,clickbait,three_website_yellow_titles
"Жутко противная штука, но уничтожает простатит напрочь! Читайте пока не удалили...",clickbait,three_website_yellow_titles
Вальгусная шишка рассосалась без следа за 2 недели! Пользовалась старым...,clickbait,three_website_yellow_titles
Эта настоящая сушка тела! Весь подкожный жир сгорает за 7 дней! Просто пейте теплый...,clickbait,three_website_yellow_titles
"На пенсию не прожить! Только клубника спасает, растет дома быстро если посыпать белой...",clickbait,three_website_yellow_titles
Эксперты заявили о «войне с наличными» в России,clickbait,three_website_yellow_titles
"Богачка: Деньги будут липнуть к рукам, если носить с собой простую...",clickbait,three_website_yellow_titles
"Это средство убивает геморрой навсегда! Он исчезнет навсегда, если мазать...",clickbait,three_website_yellow_titles
ВВС Израиля громят русские «Панцири» и «Торы»: Где же грозные С-300,clickbait,three_website_yellow_titles
"99-летний академик поверг в шок гипертоников, приказав им чистить сосуды обычным 74%...",clickbait,three_website_yellow_titles
В российских городах предложили запретить строительство торговых центров,clickbait,three_website_yellow_titles
В России нашли средство восстанавливающее зрение на 99% за 6 дней! Это...,clickbait,three_website_yellow_titles
Этот домашний метод в любом возрасте вернет слух за 10 минут...,clickbait,three_website_yellow_titles
Пять американских военных погибли при взрыве в Сирии,clickbait,three_website_yellow_titles
Косточка на ноге сама ссохлась за 5 суток! Записываем домашний рецепт...,clickbait,three_website_yellow_titles
"Вся рыба соберётся в одном месте, если в воду добавить простой...",clickbait,three_website_yellow_titles
Путин поставил условие Зеленскому,clickbait,three_website_yellow_titles
"Военный врач: Частое мочеиспускание это простатит, приводит к раку! Срочно пейте 2 раза в день...",clickbait,three_website_yellow_titles
"Паразиты вылезут комом, а висячие папилломы отвалятся без боли, добавьте в воду обычный...",clickbait,three_website_yellow_titles
Псориаз лечится мгновенно! Нужно лишь перед сном нанести на кожу...,clickbait,three_website_yellow_titles
"Полиция конфисковала 190 кг. свежей клубники. Пенсионер выращивал ее дома, поливая...",clickbait,three_website_yellow_titles
Пираты Черного моря: что Россия требует от Украины,clickbait,three_website_yellow_titles
Москва предателям не платит: итоги визита Путина в Вену огорчат Украину,clickbait,three_website_yellow_titles
"В России запретили экзодерил! Он увечил ногти. Чтобы убрать грибок ногтей, мажьте 2 гр...",clickbait,three_website_yellow_titles
«Отпустят что ли?» Кокорина и Мамаева доставили в суд с вещами,clickbait,three_website_yellow_titles
Санкции сильнее: нефть не спасет Россию,clickbait,three_website_yellow_titles
"Спасение от косточки на ноге! Шишка уменьшится за 3 дня, если проделывать этот простой...",clickbait,three_website_yellow_titles
Жириновский обвинил Лазарева в антироссийской позиции по Крыму,clickbait,three_website_yellow_titles
Судьба Курил: стало известно решение России,clickbait,three_website_yellow_titles
Врачи онемели! Геморрой уйдет за 3 дня раз и навсегда! Запишите рецепт: утром и на ночь...,clickbait,three_website_yellow_titles
В МИД назвали бессмысленными угрозы США в адрес «Роснефти»,clickbait,three_website_yellow_titles
"Если на шее и подмышках есть папилломы, внутри вас совсем не глисты, а масса 15-сантиметровых...",clickbait,three_website_yellow_titles
Врач из России: Не губите свои колени и суставы химией! Срочно начните перед сном...,clickbait,three_website_yellow_titles
Стало известно о работе России и ОПЕК над многолетней сделкой,clickbait,three_website_yellow_titles
"Чтобы собирать урожай помидор по 5 кг с куста, добавляйте в рассаду 15гр сухого...",clickbait,three_website_yellow_titles
"Главный диабетолог России. Если сахар в крови выше 5,3, срочно выкиньте из холодильника...",clickbait,three_website_yellow_titles
Рыбаки в восторге от этой приманки. Работает безотказно...,clickbait,three_website_yellow_titles
Тяга к никотину пропадет на следующий день! Все что нужно - это...,clickbait,three_website_yellow_titles
Немецкий дерматолог: В России наши лекарства не лечат грибок! В Германии уже давно используют...,clickbait,three_website_yellow_titles
Выращиваю по 20кг грибов дома и продаю знакомым! Получаю по 230000 рублей с одной...,clickbait,three_website_yellow_titles
"Прощайте, генерал Иволгин: Умер Алексей Булдаков",clickbait,three_website_yellow_titles
Хочешь похудеть? Новый мощный жиросжигатель выдают бесплатно уже 17 часов！Успей получить...,clickbait,three_website_yellow_titles
Кобзон отказался открывать Крымский мост,clickbait,three_website_yellow_titles
Депутат-миллионер назвал пенсионеров «тунеядцы и алкаши»,clickbait,three_website_yellow_titles
"Простатит уходит на 5-й день. А все потому, что выпиваю стаканчик...",clickbait,three_website_yellow_titles
"Путин рассказал, что сдерживает планы России по развитию",clickbait,three_website_yellow_titles
В России нормативы платы за отопление изменят в зависимости от этажности,clickbait,three_website_yellow_titles
Турция и Азербайджан готовят «сюрприз» на День России,clickbait,three_website_yellow_titles
СМИ сообщили о рождении дочери Сергея Лазарева,clickbait,three_website_yellow_titles
В Москве с балкона открыли стрельбу из автомата,clickbait,three_website_yellow_titles
Рубль всех обманул,clickbait,three_website_yellow_titles
Трамп: Сталелитейная и алюминиевая промышленность США мертва,clickbait,three_website_yellow_titles
Почему японские тюрьмы считают самыми эффективными,clickbait,three_website_yellow_titles
Неприкосновенный доход: россияне перестанут терять деньги в системе ИПК,clickbait,three_website_yellow_titles
Новый сорт всколыхнул всю Россию! Люди выращивают клубнику дома ведрами. Метод...,clickbait,three_website_yellow_titles
"Не прижигайте папилломы, они отпадут сами! Вечером выпейте стакан горячего...",clickbait,three_website_yellow_titles
"Те, у кого диабет - прочтите быстрее пока не удалили! Это сбивает сахар до 4.0 ммоль/л за 15 мин...",clickbait,three_website_yellow_titles
"Полицейские обалдели, когда зашли в квартиру пенсионера. Он выращивал клубнику дома тоннами при помощи простых...",clickbait,three_website_yellow_titles
Сельская девка показала как усиливает потенцию старому мужу с помощью своего...,clickbait,three_website_yellow_titles
"Выборы в Украине: голосовали не за Зеленского, а против Порошенко",clickbait,three_website_yellow_titles
Юный победитель «Голоса» объяснил выбор песни,clickbait,three_website_yellow_titles
"Забудьте про химические удобрения! Чтобы собирать по 3кг помидор с куста, добавьте на литр воды...",clickbait,three_website_yellow_titles
"Чтобы в СССР у мужчин не усилялась потенция, их вынуждали по 5-7 минут ежедневно...",clickbait,three_website_yellow_titles
Турция высказалась об отказе от российских С-400,clickbait,three_website_yellow_titles
Названы основные внешние признаки начала развития рака,clickbait,three_website_yellow_titles
"Доктор Гендельман: Пенсионеры, не стригите грибковые ногти! Просто возьмите обычную, советскую...",clickbait,three_website_yellow_titles
"Копеечный метод, который вернет 100%-й слух за несколько дней! Достаточно всего 4 капли...",clickbait,three_website_yellow_titles
"Омоложение лица за 9 дней. Морщины моментально уйдут, если мазать кожу...",clickbait,three_website_yellow_titles
Жители Казбеги у грузино-российской границы сорвали фестиваль музыки,clickbait,three_website_yellow_titles
Урологи из Израиля нашли заклятого врага простатита. Оказывается это обычный...,clickbait,three_website_yellow_titles
Врач: Заросли папиллом в подмышках и на шее - первый признак наличия в организме...,clickbait,three_website_yellow_titles
«Надругались над коллегой»: групповое изнасилование в МВД Уфы,clickbait,three_website_yellow_titles
"Не кодируйте пьющего! От алкоголя начнет тошнить, если добавить в питьё 3 капли...",clickbait,three_website_yellow_titles
Российские пенсионеры больше не обязаны платить за лечение зрения...,clickbait,three_website_yellow_titles
"Грибок лечит обычный черный чай, только если добавить щепотку ...",clickbait,three_website_yellow_titles
Жир выйдет вместе с водой за 3 дня! Натощак пей стакан теплого...,clickbait,three_website_yellow_titles
"Сельский фермер лечит простатит прямо на участке, а потенция выросла в 5 раза за месяц...",clickbait,three_website_yellow_titles
Послы ЕС утвердили без дискуссии продление на год санкций против РФ по Крыму,clickbait,three_website_yellow_titles
"Найден способ похудения, который поможет за 21 день даже самым толстым...",clickbait,three_website_yellow_titles
Этот народный способ исправит даже наследственные проблемы со зрением. Перед сном...,clickbait,three_website_yellow_titles
"Чтобы раз и навсегда избавиться от псориаза, запомните - на ночь намажьте на очаг обычный советский...",clickbait,three_website_yellow_titles
Офтальмологи тщательно скрывали эту информацию! Зрение усиливается в 15 раз автоматически...,clickbait,three_website_yellow_titles
"Папилломы засохнут с корнем к утру, если помазать обычным...",clickbait,three_website_yellow_titles
Чтобы согнать висячий возрастной жир – на ночь выпивайте по 200 мл натурального ...,clickbait,three_website_yellow_titles
"Чтобы жир не откладывался, диетологи советуют есть раз в день...",clickbait,three_website_yellow_titles
Идеолог Кремля написал «о путинизме как идеологии будущего»,clickbait,three_website_yellow_titles
"Если шея и подмышки усыпаны папилломами, внутри вас совсем не глисты, а куча 12-сантиметровых...",clickbait,three_website_yellow_titles
"Судят пенсионера, который тоннами выращивал клубнику, используя для этого простую...",clickbait,three_website_yellow_titles
«Страшное восковое чудище без возраста»: Варум о своей новой фотографии,clickbait,three_website_yellow_titles
"Пьющему не нужна кодировка! Раскрыт секрет вечной трезвости, добавьте в стакан 7 грамм вязкого...",clickbait,three_website_yellow_titles
Плата за воздух: россиянам придумали новые налоги,clickbait,three_website_yellow_titles
